ONU_1,ONU_2,ONU_3,ONU_4,ROP_dBm
10.1451617673112,11.6240056384447,11.7161732892374,10.1982708715471,-35
11.2260766278766,12.5929824780401,12.6682806440443,11.3056542962842,-34
12.3319560760388,13.490279836871,13.5738695109213,12.3526066134105,-33
13.2477416698098,14.2994613988195,14.4027173220263,13.2370414445069,-32
14.0933698763252,15.0519102660856,15.1779494686232,14.044054262202,-31
14.8689243206569,15.7633427447064,15.9059043746069,14.804175558593,-30
